Mod:Item:MetaData, Localized Name
lycanitesmobs:bloodsummoningstaff, Blood Summoning Staff
lycanitesmobs:sturdysummoningstaff, Sturdy Summoning Staff
lycanitesmobs:savagesummoningstaff, Savage Summoning Staff
lycanitesmobs:battleburrito, Battle Burrito
lycanitesmobs:explorersrisotto, Explorers Risotto
lycanitesmobs:halloweentreat, Halloween Treat
lycanitesmobs:wintergift, Winter Gift
lycanitesmobs:wintergiftlarge, Large Winter Gift
lycanitesmobs:mobtoken, Mob Token
arcticmobs:ooze, Ooze
arcticmobs:yetimeatraw, Raw Yeti Meat
arcticmobs:yetimeatcooked, Cooked Yeti Meat
arcticmobs:palesoup, Pale Soup
arcticmobs:frostyfur, Frosty Fur
arcticmobs:frostboltcharge, Frostbolt Charge
arcticmobs:frostboltscepter, Frostbolt Scepter
arcticmobs:frostwebcharge, Frostweb Charge
arcticmobs:frostwebscepter, Frostweb Scepter
arcticmobs:tundracharge, Tundra Charge
arcticmobs:tundrascepter, Tundra Scepter
arcticmobs:icefirecharge, Icefire Charge
arcticmobs:icefirescepter, Icefire Scepter
arcticmobs:blizzardcharge, Blizzard Charge
arcticmobs:blizzardscepter, Blizzard Scepter
arcticmobs:arixtreat, Arix Treat
arcticmobs:serpixtreat, Serpix Treat
arcticmobs:bucketooze, Ooze Bucket
arcticmobs:frostweb, Frostweb
arcticmobs:frostcloud, Frostcloud
arcticmobs:frostfire, Frostfire
arcticmobs:icefire, Icefire
demonmobs:soulstonedemonic, Demonic Soulstone
demonmobs:doomfirecharge, Doomfire Charge
demonmobs:hellfirecharge, Hellfire Charge
demonmobs:devilstarcharge, Devilstar Charge
demonmobs:demoniclightningcharge, Demonic Lightning Charge
demonmobs:pinkymeatraw, Raw Pinky Meat
demonmobs:pinkymeatcooked, Cooked Pinky Meat
demonmobs:devillasagna, Devil Lasagna
demonmobs:pinkytreat, Pinky Treat
demonmobs:cacodemontreat, Cacodemon Treat
demonmobs:doomfirescepter, Doomfire Scepter
demonmobs:hellfirescepter, Hellfire Scepter
demonmobs:devilstarscepter, Devilstar Scepter
demonmobs:demoniclightningscepter, Demonic Lightning Scepter
demonmobs:soulcubedemonic, Demonic Soulcube
demonmobs:hellfire, Hellfire
demonmobs:doomfire, Doomfire
demonmobs:demonstone, Demonstone
demonmobs:demonstone_stairs, Demonstone Stairs
demonmobs:demonstone_slab_double, Double Demonstone Slab
demonmobs:demonstone_slab:0, Demonstone Slab
demonmobs:demonstonebrick, Demonstone Brick
demonmobs:demonstonebrick_stairs, Demonstone Brick Stairs
demonmobs:demonstonebrick_slab:0, Demonstone Brick Slab
demonmobs:demonstonebrick_fence, Demonstone Brick Fence
demonmobs:demonstonebrick_wall, Demonstone Brick Wall
demonmobs:demonstonetile, Demonstone Tile
demonmobs:demonstonetile_stairs, Demonstone Tile Stairs
demonmobs:demonstonetile_slab:0, Demonstone Tile Slab
demonmobs:demonstonepolished, Polished Demonstone
demonmobs:demonstonechiseled, Chiseled Demonstone
demonmobs:demonstonepillar, Demonstone Pillar
demonmobs:demoncrystal, Demon Crystal
desertmobs:throwingscythe, Throwing Scythe
desertmobs:joustmeatraw, Raw Joust Meat
desertmobs:joustmeatcooked, Cooked Joust Meat
desertmobs:ambercake, Amber Cake
desertmobs:crusktreat, Crusk Treat
desertmobs:erepedetreat, Erepede Treat
desertmobs:mudshotcharge, Mudshot Charge
desertmobs:scythescepter, Scythe Scepter
desertmobs:mudshotscepter, Mudshot Scepter
forestmobs:arisaurmeatraw, Raw Arisaur Meat
forestmobs:arisaurmeatcooked, Cooked Arisaur Meat
forestmobs:paleosalad, Paleo Salad
forestmobs:shamblertreat, Shambler Treat
forestmobs:wargtreat, Warg Treat
forestmobs:lifedraincharge, Life Drain Charge
forestmobs:lifedrainscepter, Life Drain Scepter
freshwatermobs:silexmeatraw, Raw Silex Meat
freshwatermobs:silexmeatcooked, Cooked Silex Meat
freshwatermobs:lapisfishandchips, Lapis Fish and Chips
freshwatermobs:aquapulsecharge, Aqua Pulse Charge
freshwatermobs:aquapulsescepter, Aqua Pulse Scepter
freshwatermobs:stridertreat, Strider Treat
infernomobs:purelava, Pure Lava
infernomobs:soulstoneinferno, Inferno Soulstone
infernomobs:cephignismeatcooked, Cooked Cephignis Meat
infernomobs:searingtaco, Searing Taco
infernomobs:embercharge, Ember Charge
infernomobs:emberscepter, Ember Scepter
infernomobs:cinderfallsword, Cinderfall Sword
infernomobs:azurecinderfallsword, Azure Cinderfall Sword
infernomobs:verdantcinderfallsword, Verdant Cinderfall Sword
infernomobs:magmacharge, Magma Charge
infernomobs:magmascepter, Magma Scepter
infernomobs:scorchfirecharge, Scorchfire Charge
infernomobs:scorchfirescepter, Scorchfire Scepter
infernomobs:afrittreat, Afrit Treat
infernomobs:salamandertreat, Salamander Treat
infernomobs:bucketpurelava, Pure Lava Bucket
infernomobs:scorchfire, Scorchfire
junglemobs:concapedemeatraw, Raw Concapede Meat
junglemobs:concapedemeatcooked, Cooked Concapede Meat
junglemobs:tropicalcurry, Tropical Curry
junglemobs:poopcharge, Poop
junglemobs:poopscepter, Poop Scepter
junglemobs:uvaraptortreat, Uvaraptor Treat
junglemobs:quickweb, Quickweb
junglemobs:poopcloud, Poop Cloud
junglemobs:propolis, Propolis
junglemobs:veswax, Veswax
mountainmobs:soulstonemountain, Mountain Soulstone
mountainmobs:boulderblastcharge, Boulder Blast Charge
mountainmobs:boulderblastscepter, Boulder Blast Scepter
mountainmobs:arcanelaserstormcharge, Arcane Laser Storm Charge
mountainmobs:arcanelaserstormscepter, Arcane Laser Storm Scepter
mountainmobs:yalemeatraw, Raw Yale Meat
mountainmobs:yalemeatcooked, Cooked Yale Meat
mountainmobs:peakskebab, Peaks Kebab
mountainmobs:barghesttreat, Barghest Treat
plainsmobs:makameatraw, Raw Maka Meat
plainsmobs:makameatcooked, Cooked Maka Meat
plainsmobs:bulwarkburger, Bulwark Burger
plainsmobs:ventoraptortreat, Ventoraptor Treat
saltwatermobs:ikameatraw, Raw Ika Meat
saltwatermobs:ikameatcooked, Cooked Ika Meat
saltwatermobs:seashellmaki, Seashell Maki
shadowmobs:soulstoneshadow, Shadow Soulstone
shadowmobs:spectralboltcharge, Spectral Bolt Charge
shadowmobs:spectralboltscepter, Spectral Bolt Scepter
shadowmobs:bloodleechcharge, Bloodleech Charge
shadowmobs:bloodleechscepter, Bloodleech Scepter
shadowmobs:chupacabrameatraw, Raw Chupacabra Meat
shadowmobs:chupacabrameatcooked, Cooked Chupacabra Meat
shadowmobs:bloodchili, Blood Chili
shadowmobs:geistliver, Geist Liver
shadowmobs:chupacabratreat, Chupacabra Treat
shadowmobs:shadetreat, Shade Treat
shadowmobs:shadowfire, Shadowfire
shadowmobs:shadowstone, Shadowstone
shadowmobs:shadowstone_stairs, Shadowstone Stairs
shadowmobs:shadowstone_slab_double, Double Shadowstone Slab
shadowmobs:shadowstone_slab:0, Shadowstone Slab
shadowmobs:shadowstonebrick, Shadowstone Brick
shadowmobs:shadowstonebrick_stairs, Shadowstone Brick Stairs
shadowmobs:shadowstonebrick_slab:0, Shadowstone Brick Slab
shadowmobs:shadowstonebrick_fence, Shadowstone Brick Fence
shadowmobs:shadowstonebrick_wall, Shadowstone Brick Wall
shadowmobs:shadowstonetile, Shadowstone Tile
shadowmobs:shadowstonetile_stairs, Shadowstone Tile Stairs
shadowmobs:shadowstonetile_slab:0, Shadowstone Tile Slab
shadowmobs:shadowstonepolished, Polished Shadowstone
shadowmobs:shadowstonechiseled, Chiseled Shadowstone
shadowmobs:shadowstonepillar, Shadowstone Pillar
shadowmobs:shadowcrystal, Shadow Crystal
swampmobs:aspidmeatraw, Raw Aspid Meat
swampmobs:aspidmeatcooked, Cooked Aspid Meat
swampmobs:mosspie, Moss Pie
swampmobs:lurkertreat, Lurker Treat
swampmobs:eyewigtreat, Eyewig Treat
swampmobs:poisongland, Poison Gland
swampmobs:poisonrayscepter, Poison Ray Scepter
swampmobs:venomshotscepter, Venom Shot Scepter
swampmobs:venomaxeblade, Venom Axeblade
swampmobs:goldenvenomaxeblade, Golden Venom Axeblade
swampmobs:verdantvenomaxeblade, Verdant Venom Axeblade
swampmobs:poisoncloud, Poison Cloud
malisisblocks:vanishing_block:0, Wooden Vanishing Frame
malisisblocks:vanishing_block:1, Iron Vanishing Frame
malisisblocks:vanishing_block:2, Gold Vanishing Frame
malisisblocks:vanishing_block:3, Diamond Vanishing Frame
malisisblocks:vanishingCopier, item.vanishingCopier.name
malisisblocks:block_mixer, Block Mixer
malisisblocks:mixed_block, Mixed Block
malisisblocks:player_sensor, Player Sensor
malisisblocks:swapper, Swapper
malisisdoors:wood_sliding_door, Wooden Glass Door
malisisdoors:iron_sliding_door, Iron Glass Door
malisisdoors:jail_door, Jail Door
malisisdoors:laboratory_door, Laboratory Door
malisisdoors:factory_door, Factory Door
malisisdoors:shoji_door, Shoji Door
malisisdoors:curtain_white, White Curtain
malisisdoors:curtain_orange, Orange Curtain
malisisdoors:curtain_magenta, Magenta Curtain
malisisdoors:curtain_light_blue, Light Blue Curtain
malisisdoors:curtain_yellow, Yellow Curtain
malisisdoors:curtain_lime, Lime Curtain
malisisdoors:curtain_pink, Pink Curtain
malisisdoors:curtain_gray, Gray Curtain
malisisdoors:curtain_silver, SilverCurtain
malisisdoors:curtain_cyan, Cyan Curtain
malisisdoors:curtain_purple, Purple Curtain
malisisdoors:curtain_blue, Blue Curtain
malisisdoors:curtain_brown, Brown Curtain
malisisdoors:curtain_green, Green Curtain
malisisdoors:curtain_red, Red Curtain
malisisdoors:curtain_black, Black Curtain
malisisdoors:customDoorItem, item.customDoorItem.name
malisisdoors:saloon, Saloon Door
malisisdoors:verticalHatch, Reinforced Door
malisisdoors:carriage_door, Carriage Door
malisisdoors:medieval_door, Medieval Door
malisisdoors:sliding_trapdoor, Sliding Trapdoor
malisisdoors:trapdoor_acacia, Acacia Trapdoor
malisisdoors:trapdoor_birch, Birch Trapdoor
malisisdoors:trapdoor_dark_oak, Dark Oak Trapdoor
malisisdoors:trapdoor_jungle, Jungle Trapdoor
malisisdoors:trapdoor_spruce, Spruce Trapdoor
malisisdoors:camoFenceGate, Camo Fence Gate
malisisdoors:garage_door, Garage Door
malisisdoors:door_factory, Door Factory
malisisdoors:rustyHatch, Rusty Hatch
malisisdoors:rustyHandle, Rusty Handle
malisisdoors:rustyLadder, Rusty Ladder
malisisdoors:forcefieldItem, Forcefield Controller
malisisdoors:hitechdoor, Hi-tech Door
natura:blaze_hopper:0, Blaze Hopper
natura:clouds:0, Cloud
natura:clouds:1, Dark Cloud
natura:clouds:2, Ash Cloud
natura:clouds:3, Sulfur Cloud
natura:materials:0, Barley
natura:materials:1, Barley Flour
natura:materials:2, Wheat Flour
natura:materials:3, Cotton
natura:materials:4, Sulfur
natura:materials:5, Ghostwood Fletching
natura:materials:6, Imp Leather
natura:materials:7, Flamestring
natura:materials:8, Blue Dye
natura:empty_bowls:0, Empty Ghostwood Bowl
natura:empty_bowls:1, Empty Bloodwood Bowl
natura:empty_bowls:2, Empty Darkwood Bowl
natura:empty_bowls:3, Empty Fusewood Bowl
natura:edibles:0, Raw Imphide
natura:edibles:1, Cooked Imphide
natura:edibles:2, Raspberry
natura:edibles:3, Blueberry
natura:edibles:4, Blackberry
natura:edibles:5, Maloberry
natura:edibles:6, Blightberry
natura:edibles:7, Duskberry
natura:edibles:8, Skyberry
natura:edibles:9, Stingberry
natura:soups:0, Mushroom Stew
natura:soups:1, Mushroom Stew
natura:soups:2, Mushroom Stew
natura:soups:3, Mushroom Stew
natura:soups:4, Glowshroom Stew
natura:soups:5, Glowshroom Stew
natura:soups:6, Glowshroom Stew
natura:soups:7, Glowshroom Stew
natura:soups:8, Glowshroom Stew
natura:soups:9, Berry Medley
natura:colored_grass:0, Topiary Grass
natura:colored_grass:1, Bluegrass
natura:colored_grass:2, Autumnal Grass
natura:colored_grass_slab:0, Topiary Grass Slab
natura:colored_grass_slab:1, Bluegrass Slab
natura:colored_grass_slab:2, Autumnal Grass Slab
natura:colored_grass_stairs_topiary:0, tile.natura.colored_grass_stairs_topiary.name
natura:colored_grass_stairs_bluegrass:0, tile.natura.colored_grass_stairs_bluegrass.name
natura:colored_grass_stairs_autumnal:0, tile.natura.colored_grass_stairs_autumnal.name
natura:overworld_logs:0, Maple Wood
natura:overworld_logs:1, Silverbell Wood
natura:overworld_logs:2, Amaranth Wood
natura:overworld_logs:3, Tiger Wood
natura:overworld_logs2:0, Willow Wood
natura:overworld_logs2:1, Eucalyptus Wood
natura:overworld_logs2:2, Hopseed Wood
natura:overworld_logs2:3, Sakura Wood
natura:redwood_logs:0, Redwood Bark
natura:redwood_logs:1, Redwood
natura:redwood_logs:2, Redwood Root
natura:overworld_leaves:0, Maple Leaves
natura:overworld_leaves:1, Silverbell Leaves
natura:overworld_leaves:2, Amaranth Leaves
natura:overworld_leaves:3, Tiger Leaves
natura:overworld_leaves2:0, Willow Leaves
natura:overworld_leaves2:1, Eucalyptus Leaves
natura:overworld_leaves2:2, Hopseed Leaves
natura:overworld_leaves2:3, Sakura Leaves
natura:redwood_leaves:0, Redwood Leaves
natura:overworld_sapling:0, Maple Sapling
natura:overworld_sapling:1, Silverbell Sapling
natura:overworld_sapling:2, Amaranth Sapling
natura:overworld_sapling:3, Tigerwood Sapling
natura:overworld_sapling2:0, Willow Sapling
natura:overworld_sapling2:1, Eucalyptus Sapling
natura:overworld_sapling2:2, Hopseed Sapling
natura:overworld_sapling2:3, Sakura Sapling
natura:redwood_sapling:0, Redwood Sapling
natura:overworld_planks:0, Maple Planks
natura:overworld_planks:1, Silverbell Planks
natura:overworld_planks:2, Amaranth Planks
natura:overworld_planks:3, Tigerwood Planks
natura:overworld_planks:4, Willow Planks
natura:overworld_planks:5, Eucalyptus Planks
natura:overworld_planks:6, Hopseed Planks
natura:overworld_planks:7, Sakura Planks
natura:overworld_planks:8, Redwood Planks
natura:overworld_slab:0, Maple Slab
natura:overworld_slab:1, Silverbell Slab
natura:overworld_slab:2, Amaranth Slab
natura:overworld_slab:3, Tigerwood Slab
natura:overworld_slab:4, Willow Slab
natura:overworld_slab2:0, Eucalyptus Slab
natura:overworld_slab2:1, Hopseed Slab
natura:overworld_slab2:2, Sakura Slab
natura:overworld_slab2:3, Redwood Slab
natura:overworld_stairs_maple:0, Maple Stairs
natura:overworld_stairs_silverbell:0, Silverbell Stairs
natura:overworld_stairs_amaranth:0, Amaranth Stairs
natura:overworld_stairs_tiger:0, Tiger Stairs
natura:overworld_stairs_willow:0, Willow Stairs
natura:overworld_stairs_eucalyptus:0, Eucalyptus Stairs
natura:overworld_stairs_hopseed:0, Hopseed Stairs
natura:overworld_stairs_sakura:0, Sakura Stairs
natura:overworld_stairs_redwood:0, Redwood Stairs
natura:overworld_berrybush_raspberry:0, Raspberry Bush
natura:overworld_berrybush_blueberry:0, Blueberry Bush
natura:overworld_berrybush_blackberry:0, Blackberry Bush
natura:overworld_berrybush_maloberry:0, Maloberry Bush
natura:nether_logs:0, Ghostwood
natura:nether_logs:1, Darkwood
natura:nether_logs:2, Fusewood
natura:nether_leaves:0, Ghostwood Leaves
natura:nether_leaves:1, Blood Leaves
natura:nether_leaves:2, Fusewood Leaves
natura:nether_leaves2:0, Darkwood Leaves
natura:nether_leaves2:1, Darkwood Leaves
natura:nether_leaves2:2, Darkwood Leaves
natura:nether_sapling:0, Ghostwood Sapling
natura:nether_sapling:1, Bloodwood Sapling
natura:nether_sapling:2, Fusewood Sapling
natura:nether_sapling:3, Darkwood Sapling
natura:nether_planks:0, Ghostwood Planks
natura:nether_planks:1, Bloodwood Planks
natura:nether_planks:2, Darkwood Planks
natura:nether_planks:3, Fusewood Planks
natura:nether_slab:0, Ghostwood Slab
natura:nether_slab:1, Blood Slab
natura:nether_slab:2, Darkwood Slab
natura:nether_slab:3, Fusewood Slab
natura:nether_heat_sand:0, Heat Sand
natura:nether_tainted_soil:0, Tainted Soil
natura:nether_tainted_soil:1, Tainted Soil
natura:nether_tainted_soil:2, Tainted Soil
natura:nether_glass:0, Soul Glass
natura:nether_glass:1, Heat Glass
natura:nether_stairs_ghostwood:0, Ghostwood Stairs
natura:nether_stairs_bloodwood:0, Blood Stairs
natura:nether_stairs_darkwood:0, Darkwood Stairs
natura:nether_stairs_fusewood:0, Fusewood Stairs
natura:nether_berrybush_blightberry:0, Blightberry Bush
natura:nether_berrybush_duskberry:0, DuskBerry Bush
natura:nether_berrybush_skyberry:0, Skyberry Bush
natura:nether_berrybush_stingberry:0, Stingberry Bush
natura:respawn_obelisk:0, Inactive Respawn Obelisk
nethercore:ore:0, Coal Ore
nethercore:ore:1, Iron Ore
nethercore:ore:2, Gold Ore
nethercore:ore:3, Redstone Ore
nethercore:ore:4, Lapis Lazuli Ore
nethercore:ore:5, Diamond Ore
nethercore:ore:6, Emerald Ore
nethercore:ore:7, Nether Coal Ore
nethercore:compressed_netherrack:0, Compressed Netherrack
nethercore:compressed_netherrack:1, Double Compressed Netherrack
nethercore:compressed_netherrack:2, Triple Compressed Netherrack
nethercore:compressed_netherrack:3, Quadruple Compressed Netherrack
nethercore:compressed_netherrack:4, Quintuple Compressed Netherrack
nethercore:compressed_netherrack:5, Sextuple Compressed Netherrack
nethercore:compressed_netherrack:6, Septuple Compressed Netherrack
nethercore:compressed_netherrack:7, Octuple Compressed Netherrack
nethercore:stone:0, Nether Stone
nethercore:stone:1, Nether Cobblestone
nethercore:stone:2, Nether Paver
nethercore:stone:3, Nether Stone Bricks
nethercore:stone:4, Cracked Nether Stone Bricks
nethercore:stone:5, Chiseled Nether Stone Bricks
nethercore:stone:6, Chiseled Nether Stone Bricks
nethercore:stone:7, Nether Stone Brick Road
nethercore:stone:8, Chiseled Nether Stone
nethercore:stairs_stone, Nether Stone Stairs
nethercore:stairs_stone_cobble, Nether Stone Cobble Stairs
nethercore:stairs_stone_brick, Nether Stone Brick Stairs
nethercore:slab_half_stone:0, Nether Stone Slab
nethercore:slab_half_stone:1, Nether Cobblestone Slab
nethercore:slab_half_stone:2, Nether Stone Brick Slab
nethercore:slab_half_stone:3, Nether Stone Brick Road Slab
nethercore:wall_stone:0, Nether Stone Wall
nethercore:wall_stone:1, Nether Cobblestone Wall
nethercore:wall_stone:2, Nether Brick Wall
nethercore:wall_stone:3, Red Nether Brick Wall
nethercore:nether_grass, Nether Growth
nethercore:nether_furnace, Nether Furnace
nethercore:nether_furnace_lit, Nether Furnace
nethercore:nether_rod, Nether Rod
nethercore:soul_glass, Soul Glass
nethercore:nether_coal_block, Block of Nether Coal
nethercore:nether_spore, Nether Spore
nethercore:nether_coal, Nether Coal
notenoughwands:wandcore, Wand Core
notenoughwands:advanced_wandcore, Advanced Wand Core
notenoughwands:teleportation_wand, Teleportation Wand
notenoughwands:building_wand, Building Wand
